depth,p,a,b,ivn_mean,ivn_sem,ir2_mean,ir2_sem,nreps
6,0.05,3,2,0.8169457969309809,0.016231279355790242,2.041871540502973,0.038043331814774706,334
6,0.01,3,3,1.2170767331820809,0.039943348185169,1.3801763098135724,0.049373722865018954,334
6,0.02,3,3,1.0460278182329203,0.0311135693971958,1.4643771860453731,0.04657758388819343,334
6,0.05,3,3,0.534109701002227,0.014104618857204352,1.4297877857467352,0.03517264224001291,334
6,0.01,3,4,0.4145829468154791,0.02329510129110599,0.3854138529384271,0.027483074398885587,334
6,0.02,3,4,0.41396208247465005,0.019589484178760594,0.4890257467444217,0.02754607420937339,334
6,0.05,3,4,0.24881980821211375,0.010301644789513925,0.7137418286574202,0.02633753228963358,334
6,0.01,3,5,0.12912845790269542,0.009644923810834176,0.07668550301905154,0.010842635060337545,334
6,0.02,3,5,0.15371125961591448,0.008739754728372675,0.12172087699150892,0.011253525305053783,334
6,0.05,3,5,0.10799539007892187,0.005250982082442103,0.2977539727601296,0.013730604405668173,334
6,0.01,3,6,0.03334583625095466,0.0016116083513932546,0.005993397362892335,0.0006347364958651044,334
6,0.02,3,6,0.04924198224504946,0.0021760917864858146,0.016912203594374835,0.0013891780939103906,334
6,0.05,3,6,0.03998582024553742,0.0017265439491643709,0.09545008903337132,0.004436121934698035,334
6,0.01,3,7,0.010339474578127313,0.000563507742897277,0.0007166785955407961,0.00010895389196413398,334
6,0.02,3,7,0.0175568614187282,0.000839377663274077,0.0027700964130182083,0.0002785136645743218,334
6,0.05,3,7,0.01573849518229295,0.0006994782081505568,0.029414773116213783,0.001549699746282547,334
6,0.01,3,8,0.0031566349610101067,0.00019950202260639397,0.00012003769311523617,4.127004996908035e-05,334
6,0.02,3,8,0.006244905783258152,0.0003364196209836064,0.0005138096968164989,9.074788588323942e-05,334
6,0.05,3,8,0.006275135275980774,0.00030906569904559265,0.008872978529512578,0.0005424250281808444,334
6,0.01,4,1,3.6841410600735025,0.057065054509732864,4.503446889938807,0.07210078099480137,334
6,0.02,4,1,2.8757710584949567,0.04253209874253054,4.248144829359675,0.06471519234321871,334
6,0.05,4,1,1.2883302676501682,0.017815731664197147,3.130284055864847,0.04193099216707854,334
6,0.01,4,2,2.4739213898403234,0.054269107443335934,2.91487336222739,0.06686535247180317,334
6,0.02,4,2,2.020905853430916,0.041828821873495514,2.8865776681220847,0.062031980952813745,334
6,0.05,4,2,0.9684876974249564,0.018485345313989366,2.46374180966348,0.044624769370978895,334
6,0.01,4,3,1.2628944468648877,0.04124000907742932,1.3891705977705744,0.049761673810037835,334
6,0.02,4,3,1.1106277851814497,0.03279967855455634,1.4902192783464179,0.04756503857959791,334
6,0.05,4,3,0.5845304267454446,0.015261947589984455,1.562330910049867,0.03872587749974943,334
6,0.01,4,4,0.4290833892654103,0.02375105421253087,0.3865817323133719,0.027546217236622192,334
6,0.02,4,4,0.4374167038784857,0.020272719090682203,0.49346795480074424,0.027759134800465823,334
6,0.05,4,4,0.2689441269804981,0.01082908206602995,0.7558231099192415,0.027747398904431668,334
6,0.01,4,5,0.13393378162187644,0.009762843219320081,0.07691681676540679,0.010848390167205972,334
6,0.02,4,5,0.1626245597036082,0.008968355390555169,0.12265354060723253,0.011286423684327123,334
6,0.05,4,5,0.11652341200080461,0.005471354744178533,0.3112554653978473,0.01415367681385664,334
6,0.01,4,6,0.034817509741518864,0.0016560066865564695,0.006039609230804986,0.00064499063531545,334
6,0.02,4,6,0.052413221249135424,0.0022623016191655383,0.01709833626354194,0.0014112962303118438,334
6,0.05,4,6,0.04335509545182252,0.001808161057322525,0.09955970000101869,0.004578116670655837,334
6,0.01,5,1,3.883970905949566,0.061261206810744304,4.64063204379912,0.07586068845505335,334
6,0.02,5,1,3.103563326534744,0.046764626767057886,4.456787484730469,0.06999950424149658,334
6,0.05,5,1,1.4451251628183606,0.02010311960268078,3.5644501088907385,0.048965277077943355,334
6,0.01,5,2,2.5223217848885655,0.055514429562974886,2.924454159040837,0.06721928329614775,334
6,0.02,5,2,2.0898191956584578,0.04345837600300439,2.9137775030094852,0.06295709887990548,334
6,0.05,5,2,1.0231663250701493,0.01962495631788246,2.6030933311538917,0.048130243424102666,334
6,0.01,5,3,1.2782345019213839,0.04170202736230334,1.390469297957624,0.04981655399932005,334
6,0.02,5,3,1.1353676295344497,0.03349167221231837,1.4950207364438652,0.047755879309123075,334
6,0.05,5,3,0.6056725769910626,0.015792775034091548,1.6062310393631378,0.04006342007766693,334
6,0.01,5,4,0.4338798835027182,0.02391440455564688,0.386811711816071,0.027565290865554665,334
6,0.02,5,4,0.4463132050549089,0.02054539326915409,0.49438501949710806,0.027812678777331703,334
6,0.05,5,4,0.2775005931279587,0.011074830118944392,0.7689759645094221,0.028192490753079665,334
